BioSample_s	Experiment_s	LoadDate_s	MBases_l	MBytes_l	run	SRA_Sample_s	Sample_Name_s	sex_s	source_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s	strain_s
SAMN02642696	SRX471649	2014-02-14	626	476	SRR1170473	SRS558395	GSM1328750	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642700	SRX471650	2014-02-14	956	681	SRR1170474	SRS558396	GSM1328751	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642700	SRX471650	2014-02-14	970	687	SRR1170475	SRS558396	GSM1328751	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642697	SRX471651	2014-02-14	937	714	SRR1170476	SRS558397	GSM1328752	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642697	SRX471651	2014-02-14	777	593	SRR1170477	SRS558397	GSM1328752	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642703	SRX471652	2014-02-14	825	593	SRR1170478	SRS558398	GSM1328753	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642703	SRX471652	2014-02-14	1562	1094	SRR1170479	SRS558398	GSM1328753	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642702	SRX471653	2014-02-14	1218	889	SRR1170480	SRS558399	GSM1328754	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642702	SRX471653	2014-02-14	352	266	SRR1170481	SRS558399	GSM1328754	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642702	SRX471653	2014-02-14	641	496	SRR1170482	SRS558399	GSM1328754	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642704	SRX471654	2014-02-14	1398	1008	SRR1170483	SRS558400	GSM1328755	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642704	SRX471654	2014-02-14	1386	996	SRR1170484	SRS558400	GSM1328755	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642707	SRX471655	2014-02-14	736	547	SRR1170485	SRS558401	GSM1328756	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642707	SRX471655	2014-02-14	706	537	SRR1170486	SRS558401	GSM1328756	M	Thymus	Thymus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642706	SRX471656	2014-02-14	1004	748	SRR1170487	SRS558402	GSM1328757	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642706	SRX471656	2014-02-14	844	640	SRR1170488	SRS558402	GSM1328757	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642705	SRX471657	2014-02-14	1100	784	SRR1170489	SRS558403	GSM1328758	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642705	SRX471657	2014-02-14	1117	791	SRR1170490	SRS558403	GSM1328758	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642714	SRX471658	2014-02-14	1400	994	SRR1170491	SRS558404	GSM1328759	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642714	SRX471658	2014-02-14	1267	920	SRR1170492	SRS558404	GSM1328759	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642709	SRX471659	2014-02-14	1189	877	SRR1170493	SRS558405	GSM1328760	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642709	SRX471659	2014-02-20	743	522	SRR1170494	SRS558405	GSM1328760	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642711	SRX471660	2014-02-14	687	518	SRR1170495	SRS558406	GSM1328761	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642711	SRX471660	2014-02-14	859	637	SRR1170496	SRS558406	GSM1328761	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642717	SRX471661	2014-02-14	744	561	SRR1170497	SRS558407	GSM1328762	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642717	SRX471661	2014-02-14	899	670	SRR1170498	SRS558407	GSM1328762	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642710	SRX471662	2014-02-14	1524	1092	SRR1170499	SRS558408	GSM1328763	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642710	SRX471662	2014-02-14	1567	1130	SRR1170500	SRS558408	GSM1328763	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642719	SRX471663	2014-02-14	1153	852	SRR1170501	SRS558409	GSM1328764	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642719	SRX471663	2014-02-14	1005	760	SRR1170502	SRS558409	GSM1328764	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642712	SRX471664	2014-02-14	1146	846	SRR1170503	SRS558410	GSM1328765	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642712	SRX471664	2014-02-14	963	734	SRR1170504	SRS558410	GSM1328765	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642708	SRX471665	2014-02-14	957	730	SRR1170505	SRS558411	GSM1328766	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642708	SRX471665	2014-02-14	1134	841	SRR1170506	SRS558411	GSM1328766	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642715	SRX471666	2014-02-14	1256	906	SRR1170507	SRS558412	GSM1328767	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642715	SRX471666	2014-02-14	1309	937	SRR1170508	SRS558412	GSM1328767	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642718	SRX471667	2014-02-14	1140	811	SRR1170509	SRS558413	GSM1328768	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642718	SRX471667	2014-02-14	1169	823	SRR1170510	SRS558413	GSM1328768	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642713	SRX471668	2014-02-14	898	679	SRR1170511	SRS558414	GSM1328769	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642713	SRX471668	2014-02-14	1005	746	SRR1170512	SRS558414	GSM1328769	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642727	SRX471669	2014-02-14	829	618	SRR1170513	SRS558415	GSM1328770	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642727	SRX471669	2014-02-14	943	699	SRR1170514	SRS558415	GSM1328770	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642724	SRX471670	2014-02-14	1085	776	SRR1170515	SRS558416	GSM1328771	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642724	SRX471670	2014-02-14	1033	740	SRR1170516	SRS558416	GSM1328771	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642716	SRX471671	2014-02-14	1238	888	SRR1170517	SRS558417	GSM1328772	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642716	SRX471671	2014-02-14	1263	893	SRR1170518	SRS558417	GSM1328772	M	Testes	Testes	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642729	SRX471672	2014-02-14	850	637	SRR1170519	SRS558418	GSM1328773	<not provided>	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642729	SRX471672	2014-02-14	1015	748	SRR1170520	SRS558418	GSM1328773	<not provided>	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642725	SRX471673	2014-02-14	832	620	SRR1170521	SRS558419	GSM1328774	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642725	SRX471673	2014-02-14	786	598	SRR1170522	SRS558419	GSM1328774	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642720	SRX471674	2014-02-14	768	573	SRR1170523	SRS558420	GSM1328775	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642720	SRX471674	2014-02-14	730	551	SRR1170524	SRS558420	GSM1328775	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642731	SRX471675	2014-02-14	1116	810	SRR1170525	SRS558421	GSM1328776	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642731	SRX471675	2014-02-14	926	680	SRR1170526	SRS558421	GSM1328776	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642728	SRX471676	2014-02-14	1299	986	SRR1170527	SRS558422	GSM1328777	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642728	SRX471676	2014-02-14	1165	889	SRR1170528	SRS558422	GSM1328777	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642721	SRX471677	2014-02-14	1209	874	SRR1170529	SRS558423	GSM1328778	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642721	SRX471677	2014-02-14	1123	811	SRR1170530	SRS558423	GSM1328778	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642736	SRX471678	2014-02-14	1299	941	SRR1170531	SRS558424	GSM1328779	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642736	SRX471678	2014-02-14	1290	930	SRR1170532	SRS558424	GSM1328779	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642730	SRX471679	2014-02-14	774	580	SRR1170533	SRS558425	GSM1328780	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642730	SRX471679	2014-02-14	959	707	SRR1170534	SRS558425	GSM1328780	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642722	SRX471680	2014-02-14	701	535	SRR1170535	SRS558426	GSM1328781	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642722	SRX471680	2014-02-14	634	485	SRR1170536	SRS558426	GSM1328781	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642739	SRX471681	2014-02-14	1384	1023	SRR1170537	SRS558427	GSM1328782	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642739	SRX471681	2014-02-14	1306	959	SRR1170538	SRS558427	GSM1328782	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642733	SRX471682	2014-02-14	1713	1244	SRR1170539	SRS558428	GSM1328783	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642733	SRX471682	2014-02-14	488	369	SRR1170540	SRS558428	GSM1328783	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642733	SRX471682	2014-02-14	873	674	SRR1170541	SRS558428	GSM1328783	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642723	SRX471683	2014-02-14	1151	828	SRR1170542	SRS558429	GSM1328784	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642723	SRX471683	2014-02-14	1216	860	SRR1170543	SRS558429	GSM1328784	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642741	SRX471684	2014-02-14	1102	808	SRR1170544	SRS558430	GSM1328785	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642741	SRX471684	2014-02-14	985	714	SRR1170545	SRS558430	GSM1328785	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642735	SRX471685	2014-02-14	1009	730	SRR1170546	SRS558431	GSM1328786	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642735	SRX471685	2014-02-14	1035	747	SRR1170547	SRS558431	GSM1328786	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642726	SRX471686	2014-02-14	1086	787	SRR1170548	SRS558432	GSM1328787	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642726	SRX471686	2014-02-14	1507	1067	SRR1170549	SRS558432	GSM1328787	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642742	SRX471687	2014-02-14	846	611	SRR1170550	SRS558433	GSM1328788	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
SAMN02642742	SRX471687	2014-02-14	684	510	SRR1170551	SRS558433	GSM1328788	F	Uterus	Uterus	RNA-Seq	<not provided>	PRJNA238328	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	<not provided>	Rattus norvegicus	ILLUMINA	2014-06-20	SRP037986	<not provided>	<not provided>	<not provided>	Fisher 344
